location,address,description,vendor,lat,lon,days_on_site,amenities,bathrooms,parking_lots,num_bedrooms,m2,final_price,price_square_meter,street,neighbourhood,postcode
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Quintana Roo,"Departamento En Venta En Una De Las Mejores Zonas De México38 Departamentos 7 NivelesCuenta Con Acabados De Lujo Para Que Puedas Darte Esa Vida Que Tanto Soñaste. Y Por Si Fuera Poco, A Pocos Metros Encontraras: Centros Comerciales, Restaurantes,Gimnasios, Escuelas y Vialidades Importantes muy Iluminado Y Muy Cálido. Superficie Habitable        77.30 M2Superficie De Terraza         6.90 M2Superficie total               84.20M2  2 Recámaras Con Closet , Cuenta Con 2 Baños, Cocina Integral, Estancia, Comedor, Cisterna,  2 Cajones De Estacionamiento, Vigilancia Las 24 Horas, Circuito Cerrado, Roof Garden Común, Lobby Áreas Comunes De Lujo Y Muy CompletasHay Departamento Muestra FECHA DE ENTREGA AGOSTO 2021",Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,2,2,84,4796482,57100.97619,Calle Monclova,Colonia Roma Sur,6760
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Quintana Roo,"Departamento En Venta En Una De Las Mejores Zonas De México38 Departamentos 7 NivelesCuenta Con Acabados De Lujo Para Que Puedas Darte Esa Vida Que Tanto Soñaste. Y Por Si Fuera Poco, A Pocos Metros Encontraras: Centros Comerciales, Restaurantes,Gimnasios, Escuelas y Vialidades Importantes muy Iluminado Y Muy Cálido. Superficie Habitable        94.90 M2Superficie De Terraza         3.20 M2Superficie total               98.10 M2  2 Recámaras Con Closet , Cuenta Con 2 Baños, Cocina Integral, Estancia, Comedor, Cisterna,  2 Cajones De Estacionamiento, Vigilancia Las 24 Horas, Circuito Cerrado, Roof Garden Común, Lobby Áreas Comunes De Lujo Y Muy CompletasHay Departamento MuestraFECHA DE ENTREGA AGOSTO 2021",Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,2,2,98,5645911,57611.33673,Calle Monclova,Colonia Roma Sur,6760
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Quintana Roo,"Departamento En Venta En Una De Las Mejores Zonas De México38 Departamentos 7 NivelesCuenta Con Acabados De Lujo Para Que Puedas Darte Esa Vida Que Tanto Soñaste. Y Por Si Fuera Poco, A Pocos Metros Encontraras: Centros Comerciales, Restaurantes,Gimnasios, Escuelas y Vialidades Importantes muy Iluminado Y Muy Cálido. Superficie Habitable        77.30 M2Superficie De Terraza         6.90 M2Superficie total               84.20 M2  2 Recámaras Con Closet , Cuenta Con 2 Baños, Cocina Integral, Estancia, Comedor, Cisterna,  2 Cajones De Estacionamiento, Vigilancia Las 24 Horas, Circuito Cerrado, Roof Garden Común, Lobby Áreas Comunes De Lujo Y Muy CompletasHay Departamento MuestraFECHA DE ENTREGA AGOSTO 2021",Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,2,2,84,4994275,59455.65476,Calle Monclova,Colonia Roma Sur,6760
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Quintana Roo,"Departamento En Venta En Una De Las Mejores Zonas De México38 Departamentos 7 NivelesCuenta Con Acabados De Lujo Para Que Puedas Darte Esa Vida Que Tanto Soñaste. Y Por Si Fuera Poco, A Pocos Metros Encontraras: Centros Comerciales, Restaurantes,Gimnasios, Escuelas y Vialidades Importantes muy Iluminado Y Muy Cálido.Superficie Habitable        95.57 M2Superficie De Terraza         2.64 M2Superficie total               98.21 M2  3 Recámaras Con Closet , Cuenta Con 2 Baños, Cocina Integral, Estancia, Comedor, Cisterna,  2 Cajones De Estacionamiento, Vigilancia Las 24 Horas, Circuito Cerrado, Roof Garden Común, Lobby Áreas Comunes De Lujo Y Muy CompletasHay Departamento MuestraFECHA DE ENTREGA AGOSTO 2021",Metros Cuadrados Expertos,19.4058863,-99.1641146,35,5,2,2,3,84,5559961,66190.0119,Calle Monclova,Colonia Roma Sur,6760
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Quintana Roo,"Departamento En Venta En Una De Las Mejores Zonas De México38 Departamentos 7 NivelesCuenta Con Acabados De Lujo Para Que Puedas Darte Esa Vida Que Tanto Soñaste. Y Por Si Fuera Poco, A Pocos Metros Encontraras: Centros Comerciales, Restaurantes,Gimnasios, Escuelas y Vialidades Importantes muy Iluminado Y Muy Cálido. Superficie Habitable        79.95 M2Superficie De Terraza         7.90 M2Superficie total               87.85 M2  2 Recámaras Con Closet , Cuenta Con 2 Baños, Cocina Integral, Estancia, Comedor, Cisterna,  2 Cajones De Estacionamiento, Vigilancia Las 24 Horas, Circuito Cerrado, Roof Garden Común, Lobby Áreas Comunes De Lujo Y Muy CompletasHay Departamento MuestraFECHA DE ENTREGA AGOSTO 2021",Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,2,2,87,4903769,56365.16092,Calle Monclova,Colonia Roma Sur,6760
"Roma Norte, Cuauhtémoc, Distrito Federal",,"PREVENTASan Luis Potosí, Col. Roma.Increíble PH con terraza y Roof privado de 56 m2 en el corazón de la Roma. Excelente ubicación con bellísimos acabados europeos y un diseño exclusivo que combina a la perfección con la vida urbana de la zona sin dejar a un lado las comodidades que ofrece este precioso desarrollo. Una orgánica combinación de lujo y tranquilidad.El condominio cuenta una Galería de Arte como Lobby, un Roof Top diseñado para el disfrute y convivencia de todos los habitantes y de la naturaleza ya que tiene un huerto urbano del que podrán abastecerse, zona de lectura al aire libre, zona de asador con comedor comunitario, zona social al aire libre, deck de ejercicio al aire libre, vigilancia 24/7 y circuito cerrado.INFO. CECILE CASTEX 55.34.66.57.68SOMOS RENT-A-HOUSE",Rent A House Cdmx,19.4137406,-99.1610013,11,4.081349206,2,2,2,163,9935982,60956.94479,Calle San Luis Potosí,Colonia Roma Norte,6700
"Chilpancingo, Roma Sur, Cuauhtémoc, Distrito Federal",Chilpancingo,"Departamento nuevo en el edificio Brezo Chilpancingo, súper ubicado en esquina con la calle Bajio, a media cuadra de metro-bus y cerca de todo. Edificio remodelado de 21 departamentos en 4 niveles con 7 departamentos por piso. El departamento esta ubicado en el piso 2, cuenta con elevador. Tiene una recamara, techos altos, cocina abierta y mucha luz. Roof Garden de área común, 24 horas de seguridad, con cámaras. EasyBroker ID: EB-FP8647",Urp Propiedades,19.4030201,-99.1687004,300,2,1,1,1,51,3200000,62745.09804,Chilpancingo,Colonia Roma Sur,6760
"Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",Chiapas,"Departamento en Roma Norte, a 2 cuadras de Cuauhtémoc, a 2 cuadras del Horpital General y del Centro Medico Siglo XXI, muy cerca de Parque Delta, cerca de restaurantes, bancos, tiendas.Consta de 75 m2 habitables con 2 recámaras, 1 baño, estancia, cocina, pequeño patio, cuenta con un cuarto de servicio con baño acondicionado se renta actualmente como Airbnb.",Covein Br,19.4138909,-99.1557557,11,3,1,1,2,75,4450000,59333.33333,Calle Chiapas,Centro Urbano Benito Juárez,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"El diseño del desarrollo esta centrado con un sentido alto de estética urbana y atemporal, además de ser un desarrollo inteligente, aprovecha cada espacio interior y las áreas comunes. La seguridad de el lugar fue algo a lo que se le presto especial atención, el cálculo estructural del desarrollo fue realizado y supervisado las normas más estrictas de construcción con ingenieros consultores con más de 60 años de experiencia.El departamento está conformado de 3 recamaras, 2 baños, cocina equipada,  2 cajones de estacionamiento independientes, bodega, con gran iluminación. El desarrollo cuenta con amenidades de lujo: gimnasio completamente equipado, carril de nado con vista espectacular de la Ciudad de México, Sky lounge y Roof Top. EasyBroker ID: EB-GO8394",Barragan Br,19.4195256,-99.162549,365,5,2,2,3,93,6873000,73903.22581,Calle Colima,Colonia Roma Norte,6700
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Tlacotalpan,"Increíble departamento en venta, ubicado en la Col Roma, Tiene 140 habitables, balcón y cuarto de usos multiples, en Roof garden privado.Tiene 2 recamaras, 2 baños completos, área de sala comedor, cocina integral, balcón ( amplio)Tiene 2 cajones de estacionamiento totalmente independientes, bodega.Miriam Mora 55 18 45 82 42 EasyBroker ID: EB-EQ5735",Airnetwork Asesores Inmob,19.4052563,-99.1662026,365,4,2,2,2,140,7800000,55714.28571,Calle Tlacotalpan,Colonia Roma Sur,6760
"Av. Baja California, Roma Sur, Cuauhtémoc, Distrito Federal",Av. Baja California,"Increíble departamento en la colonia Roma, muy bien ubicado, con dos niveles.167m2, Roof Garden exclusivo.Vigilancia las 24 hrs.Elevador de lujoDepartamento nuevo a un súper precio.",Century 21covarrubias,19.4063969,-99.1628482,210,4.081349206,2,2,2,98,6850000,69897.95918,Calle Ario,Colonia Roma Sur,6760
"Valladolid0, Roma Norte, Cuauhtémoc, Distrito Federal",Valladolid0,"Nocnok ID: MX21-KP3940. La promoción “Salamanca 11” presenta apartamentos desde 42 metros cuadrados, recomendados para todo el público desde estudiantes hasta emprendedores que necesiten invertir en una fuente de ingresos en el futuro, disfrutar de sus atractivos como la fuente de “la Diana cazadora”, el Ángel de Independencia, la fuente de Cibeles, La Glorieta de los insurgentes entre otros, además de tener acceso a cafés, paradas de colectivos, taxis, restaurantes, etc.Este edificio cuenta con Co-Amenidades exclusivas:Yoga y MeditaciónAréa de lavanderíaÁrea de lavado de mascotasCo-libreríaRecepción para comercio electrónicoSalón en la azoteaÁrea de fitnessServicio de limpiezaCuarto de herramientasLugares cercanos al edificio turístico de alto margen:- Fuente de la Diana Cazadora- Fuente de Cibeles- El ángel de la independencia- Glorieta de los insurgentes- Parque México- Museo MUCA Roma- Fuente Virreinal- Museo de arte modernoTenemos varias opciones para ti, o si prefieres tener más espacio o más habitaciones y baños comunícate con nosotros y podemos darte la opción que prefieras.Recomendado para futuras inversiones analizadas para una gran visión empresarial de todos y de fácil acceso. Estátus jurídico: Libre de gravamen.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Sil Mexico,19.419863,-99.1682223,270,4.081349206,1,1,1,42,3425000,81547.61905,Calle Valladolid,Colonia Roma Norte,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Departamento en venta, totalmente nuevo en excelentes condiciones, calle muy tranquila, transporte público a unas calles.PRECIO Y DISPONIBILIDAD SUJETOS A CAMBIO SIN PREVIO AVISO EasyBroker ID: EB-DC0254",Eduardomarcelohernandezlopez,19.4185297,-99.1636371,300,4,2,1,2,95,5300000,55789.47368,Calle Tabasco,Colonia Roma Norte,6700
"Baja California, Roma Sur, Cuauhtémoc, Distrito Federal",Baja California,"Excelente Departamento nuevo Colonia Roma Sur, Baja California, entre Monterrey y Amealco, 72 mMucha luz, 5 piso, 19 departamentos, elevador,  con balcón incluido.Dos recamaras, dos baños completos, estancia de living y comedor, pisos de madera, cocina integral y barra, cuarto de lavado,1 lugar de estacionamiento, 1 bodega, vigilancia 24hs, cámaras, acceso al edificio con código y tarjetas.",Airnetwork Asesores Inmob,19.406153,-99.1631827,24,4,2,1,2,72,3950000,54861.11111,Avenida Baja California,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"El diseño del desarrollo esta centrado con un sentido alto de estética urbana y atemporal, además de ser un desarrollo inteligente, aprovecha cada espacio interior y las áreas comunes. La seguridad de el lugar fue algo a lo que se le presto especial atención, el cálculo estructural del desarrollo fue realizado y supervisado las normas más estrictas de construcción con ingenieros consultores con más de 60 años de experiencia.El departamento está conformado de 3 recamaras, 2 baños, cocina equipada,  2 cajones de estacionamiento independientes, bodega, con gran iluminación. El desarrollo cuenta con amenidades de lujo: gimnasio completamente equipado, carril de nado con vista espectacular de la Ciudad de México, Sky lounge y Roof Top. EasyBroker ID: EB-GO8395",Barragan Br,19.405299,-99.1649891,365,5,2,2,3,93,6873000,73903.22581,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Departamento en venta muy iluminado, espacios amplios, con vista arbolada , cocina abierta , estancia con balcón, cocina abierta con barra. exterior.Departamento de 111 m2 que cuenta con 3 recámaras, 2 baños, 2 lugares de estacionamiento.En segundo piso sin elevador. Seguridad 24hrs. Edificio con solo 6 departamento. EasyBroker ID: EB-II5600",Airnetwork Asesores Inmob,19.405299,-99.1649891,210,5,2,2,3,111,4950000,44594.59459,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma, Monterrey, Nuevo León",,DEPARTAMENTOS EN PRE VENTA DESDE: $ 2;750;000 SE ENTREGAN EN OCTUBRE DEL 2020 Nuestros departamentos enfocan su dinamismo y confort en 16 niveles exclusivos para departamentos con amenidades. AMENIDADES Lobby Lounge Bar Gimnasio Business Center Alberca Asadores .Nota:  Se entregan con cocina/climas/closet/canceles.BENEFICIOS Rendimientos esperados mayores al 8% Área de comercio desde 40 m2 hasta 187m2 Más de 100 departamentos de una y dos recamaras con dimensiones desde 48 m2 y hasta 96 m2 Separe su departamento con el 30% de enganche. Pague el resto a 30 meses sin intereses. EasyBroker ID: EB-DQ2415,House Inm,25.6542625,-100.2978762,365,2,1,1,1,48,2750000,57291.66667,Calle Palestina,Roma,64700
"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",Tabasco,"Hermoso pent house moderno a la venta en una de las zonas más privilegiadas de la colonia Roma Norte. Acabados de lujo. Son 154m más 31m roof garden privado, 2 recámaras, 2.5 baños, family, terraza, 2 lugares de estacionamiento. Son 2 niveles más el roof garden. Proyecto desarrollado con fachada catalogada por el INBA. Disponible también un Town House en planta baja de 136m más 13m de terraza con 2 recámaras, 2.5 baños en 12,660,000 ( L)",Goldstone Bienesraices,19.4188488,-99.1613324,90,5,2,2,2,185,14346500,77548.64865,Calle Tabasco,Colonia Roma Norte,6700
"Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",Frontera,"Exclusivo desarrollo boutique, departamento a estrenar, con materiales de alta calidad para ofrecer la mejor propuesta, cocina equipada con estufa empotrada y horno de microondas, estancia, balcón de 4 m2, recámara principal con clóset, recámara secundaria ó estudio con clóset, 2 baños completos, roof garden y patio de tendido, cajón de estacionamiento para auto o camioneta con espacio anexo para bicicleta(s) o moto, Vigilancia permanente 24/7 con personal de planta y cámaras de circuito cerrado, super exclusivo departamento.",Cbmobikapremium,19.4181531,-99.1652014,150,4.081349206,2,1,2,133,6800000,51127.81955,Calle Tabasco,Colonia Roma Norte,6700
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Monterrey,"Departamento en Pre venta, en desarrollo pequeño de solo 6 niveles y 35 departamentos.Cuenta con estancia comedor, cocina integral abierta y dos habitaciones con baño, área de lavado y un estacionamientoGimnasio y mas de 120 m2 de terrazas y Roof Garden EasyBroker ID: EB-FT2692",Luxence,19.4089339,-99.1617879,90,4,2,1,2,58,3835325,66126.2931,Avenida Monterrey,Colonia Roma Sur,6760
"Bajío 315, Roma Sur, Cuauhtémoc, Distrito Federal",Bajío 315,"Sólo 9 unidades disponiblesCasa Roma 315 es un atractivo proyecto ubicado en una de las zonas que destaca por su rica herencia cultural, brinda un aspecto bohemio lleno de historias y leyendas con los mejores escenarios para vivir. Precios $ 6´426,000.00 hasta $ 11´050,000.0084 Exclusivos departamentos De 104 m² a 180 m² ( doble )Con: 2 ó 3 recámaras, 2 Baños completos, Cocina equipada, Área de lavado, Sala / Comedor Unico desarrollo de la Roma con Casa Club :Gimnasio, Coffee Bar y Business Center",Profesionales Inmobiliariosmx,19.4029284,-99.16806,270,4.081349206,2,2,2,104,6426000,61788.46154,Calle Bajío,Colonia Roma Sur,6760
"Jalapa, Roma Norte, Cuauhtémoc, Distrito Federal",Jalapa,"Espacios Inmobiliarios vende excelente departamento en una de las mejores zonas de la Ciudad, en la calle de Jalapa, colonia Roma Norte. El departamento tiene 150 m2, consta de 3 recámaras, 2 baños, sala, comedor, cocina, en azotea tiene cuarto de servicio con baño y jaula de tendido, 1 estacionamiento y vigilancia. EasyBroker ID: EB-EN0992",Espacios Inmobiliarios,19.4204591,-99.1614862,60,5,2,1,3,150,5900000,39333.33333,Calle Jalapa,Colonia Roma Norte,6700
"Constitucion, Roma Sur, Cuauhtémoc, Distrito Federal",Constitucion,"Hermoso departamento para estrenar en exclusivo desarrollo en la Colonia Escandón, con una ubicación excelente, cercano a vías de comunicación para llegar con facilidad a lugares como Reforma, Polanco, Santa Fe, colonias Napoles, Condesa, del Valle y Roma entre otras, conservando la tranquilidad que caracteriza a gran parte de esta ColoniaEl departamento se entrega completamente terminado con acabados de lujo, utilizando materiales elegantes y de vanguardia, cuidando que cada espacio se aproveche al máximo. Consta de 3 niveles; en el primero se encuentra de un lado el área social de cocina, sala, comedor con ventanales de piso a techo, y del lado opuesto se encuentran las 2 recamaras secundarias, una de ellas con baño privado y walk in closet. La otra es una pequeña recámara con closet y tiene un baño completo exterior que se comparte con visitas. Ambas recamaras tienen salida a una terraza de 14 m2. Cabe mencionar que el espacio en donde se encuentran estas 2 recámaras se puede modificar para optimizar la distribución y adaptarlo a las necesidades del comprador.En el segundo nivel se encuentra la recámara principal con walk-in closet, baño privado y afuera hay un área de family room. Tanto la recamara como el family room, tienen salida a una terraza de 25 m2 desde donde se pueden contemplar hermosas puestas de sol. En el tercer nivel se encuentra un roof garden privado de 50 m2, el cual está conectado al departamento.El departamento incluye 2 lugares de estacionamiento y bodega.El edificio cuenta con Gimnasio y un Sky Lounge que además de tener una imponente vista panorámica, cuenta con un Bar, Jacuzzi y Area de Asadores.La tecnología usada para este desarrollo hace que sea un desarrollo sustentable que permite una reducción de los costos de mantenimiento sin sacrificar el diseño y el lujo.LAS FOTOS SON DEL DEPARTAMENTO MUESTRA",Barragan Br,19.4020221,-99.1823889,46,6,3,2,3,169,9687900,57324.85207,Privada de la Constitución,Colonia Escandón,11800
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Quintana Roo,"EXCELENTE DEPARTAMENTOENTREGA INMEDIATADE 2 RECAMARAS, BALCON, ARMONIZADO CON UN DISEÑO EXCLUSIVO Y VANGUARDISTA.AMENIDADES: GIMNASIOROOF GARDENESTACIONAMIENTO TECHADOELEVADORCUARTO DE LAVANDERIA",Casasydepas Com,19.4050031,-99.1674956,120,4,2,1,2,84,5006952,59606.57143,Calle Quintana Roo,Colonia Roma Sur,6760
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Tlacotalpan,"DIECINUEVE DEPARTAMENTOS, TODOS CON ESPACIOS PRIVADOS EXTERIORES.2 O 3 RECÁMARAS, SALA COMEDOR, COCINA, 2 BAÑOS, ÁREA DE LAVADO, 2 ESTACIONAMIENTOS Y BODEGA. EasyBroker ID: EB-FQ7671",Zona Ryg,19.4046152,-99.1662218,365,4,2,2,2,127,7030000,55354.33071,Tehuantepec,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Hermoso Departamento muy bien ubicado a 1 cuadra de Insurgentes y de la estación del metrobus Nuevo León. Excelentes acabados en piso y ventanas con persiana, cuenta con 2 Recamaras, 2 Baños Completos, cuarto de lavado, amplia sala comedor. El desarrollo cuenta con vigilancia 24/7, Roof Garden Privado y común, Balcón, Family Room y excelentes acabados. Muy alumbrado y amplio. Excelente opción.",Rent A House Cdmx,19.405299,-99.1649891,12,4.081349206,3,1,2,176,9500000,53977.27273,Calle Quintana Roo,Colonia Roma Sur,6760
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Quintana Roo,"Departamento En Venta En Una De Las Mejores Zonas De México38 Departamentos 7 NivelesCuenta Con Acabados De Lujo Para Que Puedas Darte Esa Vida Que Tanto Soñaste. Y Por Si Fuera Poco, A Pocos Metros Encontraras: Centros Comerciales, Escuelas, Restaurantes, Gimnasios, Vialidades Importantes muy Iluminado Y Muy Cálido. Superficie Habitable             79.95 M2Superficie De Terraza             7.90 M2Superficie De Roof Garden     48.03 M2Superficie De Total             135.88 M22 Recámaras Con Closet , Cuenta Con 2 Baños, Cocina Integral, Estancia, Comedor, Cisterna,  2 Cajones De Estacionamiento, Vigilancia Las 24 Horas, Circuito Cerrado, Roof Garden Común, Lobby Áreas Comunes De Lujo Y Muy CompletasHay Departamento MuestraFECHA DE ENTREGA AGOSTO 2021",Metros Cuadrados Expertos,19.4058863,-99.1641146,35,4,2,2,2,135,7096878,52569.46667,Calle Monclova,Colonia Roma Sur,6760
"Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",Tonalá,"Edificio de estilo Ecléctico, construido entre 1920 y 1937, en la época del Porfiriato, catalogado como patrimonio cultural por el INBA. Proyecto de restauración, re-estructuración y complementario, constituido como habitacional de 4 niveles donde se respeta en su totalidad la primer crujía del edificio existente y se ocupan las respectivas azoteas como terrazas de los nuevos niveles. Los materiales son concebidos para que no compita con la fachada existente, siendo el concreto aparente de color gris claro y la cancelería negra lo ideal para fundirse uno con el otro.Contamos con 3 departamentos disponibles:  Departamento: 101 con 137 m2, 2 rec. 2 baños, 2 autos, no tiene balcón o terraza. Precio $9,905,250 pesosDepartamento: 002, 148 m2, 2 rec, 2 baños, 2 autos, 39 m2 de terraza. Precio $11,390,000 pesosDepartamento: 001 con 193 m2, 3 rec, 3 baños, 2 autos, 37 m2 de terraza. Precio $14,382,000 pesos",Urp Propiedades,19.4130341,-99.1614773,300,5,2,2,2,137,9905250,72301.09489,Calle Tonalá,Centro Urbano Benito Juárez,6700
"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",Tabasco,"Muy ubicado, este departamento tiene los espacios perfectos para ti. Muy iluminado y tiene ventilación natural en cada espacio y cada baño.Psos de madera originales y enormes closets de pared a pared y de piso a techo.Vitrinas empotradasLa cocina tiene un espacio muy planeado con centro de lavado a un lado y antecomedor pequeño dentro. Cuenta con una bodega en el ultimo piso y derecho de uso de un lugar de estacionamiento fijo.3 recámaras, una de ellas puede ser Sala de TV2 baños completosCon vista a la calle arbolada. Tiene escaleras para los departamentos muy amplias.Son 7 departamentos en totalCisterna de 10,000 m3 y tinaco individual de 1,100 ltsCuenta con dictamen oficial.Es un lindo departamento, no lo dejes ir!",Airnetwork Asesores Inmob,19.4188488,-99.1613324,36,5,2,1,3,112,5600000,50000,Calle Tabasco,Colonia Roma Norte,6700
"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",Puebla,"Departamento en Venta en Colonia RomaDepartamento en Venta en Rayo Vende Inmobiliaria¡Estrene en la Colonia Roma Norte departamento de súper lujo!Sensacional altura libre de 3 metrosCocina abierta con cubierta de granito negro absoluto, madera de ingeniería, cocina y closets de cerrado lento2 recámaras con opción a tercera recámara2.5 baños con acabados de mármolRoof garden privado con acceso directo del departamentoAdemás roof garden común con asador y baños.Superficie total: 171.51m (107.51m habitables - 7.7m balcón - 70.2m r. garden).¡Listo para ESTRENAR DEPARTAMENTO con Rayo Vende Inmobiliaria!¡Hazlo tuyo, invierte y estrena!, tenemos más de 40 años de experiencia, te asesoramos en todo el proceso de compra con Seguridad, Honestidad y Transparencia.¡Contáctanos hoy mismo!(55) 55131010contacto@rayovende.com EasyBroker ID: EB-IF1534",Licmarthasbarandalicmar,19.4206466,-99.170547,150,6,2,2,2,107,9086780,84923.17757,Calle Puebla,Zona Rosa,6700
"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",Querétaro,"Departamento ubicado en un centro geográfico, con cercanía a restaurantes icónicos de la colonia Roma Norte, el departamento cuenta con excelentes acabados, incluyendo ingenierías, mármoles y cubiertas de granito. Esta ubicación es una de las mejores zonas de Roma Norte.El edificio cuenta con alberca y gimnasio. EasyBroker ID: EB-DS9526",Quality Gtz,19.413676,-99.1654703,210,6,3,1,3,145,8500000,58620.68966,Avenida Querétaro,Colonia Roma Norte,6700
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Tlacotalpan,"En la Colonia Roma Sur se encuentra este pequeño desarrollo de gran estilo, cuenta con 1 townhouse y 3 departamentos con grandes alturas e increíble luz natural, diseño de iluminación y paisaje. Departamentos con metrajes desde 100 hasta 190m2, de 1 y 3 niveles, que cuentan con cocinas abiertas con lindos acabados, 2 recámaras, 2 y 2.5 baños, 1 estacionamiento, bodega, área de lavado, algunos con estudio o family, patio privado, roof garden privado, y un área de roof garden de uso común. Elevador con acceso directo a los departamentos y vigilancia. Se entregan totalmente terminados.** PRECIOS Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO**",Espaciosurbanosmx,19.4052563,-99.1662026,54,5,2,1,2,172,8965800,52126.74419,Calle Tlacotalpan,Colonia Roma Sur,6760
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Espectacular departamento en medio de Roma Norte, perfecto para gente joven. Vistas espectaculares, mucha luz natural, ubicación privilegiada.",Byg Realestate,19.4195256,-99.162549,60,4,2,2,2,85,6300000,74117.64706,Calle Colima,Colonia Roma Norte,6700
"San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",San Luis Potosí,"Cuenta con 2 amplias recámaras la principal con baño. 2 baños completosCocina integral abierta hacia la estancia. Área de lavado muy ventilada. Interior, con mucha luz y ventanales. 1 estacionamiento Edificio pequeño solo 10 departamentos, 2 por piso. Cuenta con elevador",Business Property,19.413879,-99.160909,36,4,2,1,2,98,4650000,47448.97959,Calle San Luis Potosí,Colonia Roma Norte,6700
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Ref: NEX-36694 Quieres un depa para vivir el estilo Roma Condesa al mil? CONCEDIDO: Banquetas amplias, calle arbolada, vista apacible sin ruido. Restaurantes, cafeterías y tiendas orgánicas, especializadas o lo que busques a literal pasos de tu casa. Al entrar a éste departamento sentirás mucha libertad gracias a sus techos altos y a los múltiples ventanales por los que la luz del Sol y el aire fresco entrarán e inundarán todos los espacios. La palabra calidad será algo que experimentarás en piel propia al entrar a las recámaras y tocar y ver los acabados en clósets, muros y baños. Además en la recámara principal vivirás el despertar de tus mañanas con el canto de los pajaritos por la ventana que podrás abrir para dejar entrar el aire fresco que te despierte y .   Recordarás y recrearás las convivencias y la buena comida en la espaciosa cocina con una bien puesta barra en la que puedes cocinar o servir. Comidas y pláticas con amigos, una cena informal con tu pareja o un tazón de cereal con una taza de café para iniciar el día.   Por último podrás decir que tú departamento tiene un valor histórico único; fue propiedad de Chucho Navarro del famoso trío Los Panchos.   De ahí su nombre e historia: CONTIGO como la Canción!   Qué incluye este depa?:   Espacios:   2 Recámaras 2 Baños Completos Estancia Sala Comedor Cocina montada con Barra Balcón     Acabados:   Muros: Combinación de Brick Wall (ladrillo expuesto), Concreto y Yeso Aplanada y pintado Pisos: Mosaico pintado a Mano diseño único, tipo madera ó loceta a elegir* Cubiertas: granito, cuarzo o piedra* Carpintería: Nogal*   Un depa muy especial dentro de la colonia más in de la Ciudad: La Roma   Ahora alcanzas precio de preventa!! Ven a conocerlo YA!! Agenda tu cita!!!!   * Limitado a opciones catálogo desarrollador ****Precios y Disponibilidad sujetos a cambios sin previo aviso NEXIMOINMOBILIARIADIGITAL",Neximo,19.4085345,-99.1644733,31,4.081349206,2,1,2,78,4996100,64052.5641,Calle Nautla,Colonia Roma Sur,6760
